,OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments,q4_1_2nd_business_postcode
370,371,71,18/05/2020,Yes,Yes,No,No,No,No,2011,Incorporated for-profit,We are a retail store selling secondhand books and clothing.,No,2,0,0,2,We have been closed and have No work for our contract workers,2,,,,High,None / NA,High,None / NA,High,High,No - temporary closure,Yes,No,No,No,Yes,No,No,No,No,No,No,We are also renovating at this time,If we had already had our stock online we may have been able to sell products. Note: this is a very large task as every book and item is unique and there are thousands of products.,no_response,Not Applicable,Not Applicable,Not Applicable,no_response,no_response,Somewhat,Completely,Completely,no_response,Applied - successful,Not required,Not required,Applied – successful,Not applied – not aware,Applied – successful,Applied – awaiting outcome,Not required,no_response,no_response,no_response,no_response,no_response,no_response,Not sure what we are entitled to. Need to find out more information,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,No,No,Yes,No,No,No,no_response,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Stage 1: 10 people,People supporting small local business,Yes,"Loss of income / employment,Social isolation and feeling lonely ,Worrying about people who are important to me,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,Yes,No,No,No,No,no_response,Immediately,1-3 months,,,,,,1-3 months,1-3 months,Immediately,Very important,Very important,Very important,Very important,,Important,Very important,,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,no_response,Residents will hopefully shop locally and support small business. More flexibility for people to work from home if needed.,Loss of small businesses. More empty retail shops. Lower level of social engagement and reduction in public gatherings and arts events. Reduction in international visitors and tourism.,30-39,Female,No,No,2011,Unit/apartment in a 4+ storey block,Renting,No,no_response,no_response,no_response
371,372,72,18/05/2020,Yes,No,Yes,No,Yes,No,2015,Incorporated for-profit,Custom golf club fitting and building,No,5,0,0,2,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,Some,Some,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Yes,Yes,No,Maximum customers allowed in the fitting area at any one time.,No,Mostly,Mostly,Somewhat,no_response,Applied - awaiting outcome,Applied – unsuccessful,Applied – successful,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – successful,no_response,no_response,no_response,Never received a response and automatic debits continue to occur,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,Yes,No,No,No,No,No,no_response,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Not relevant,no_response,Yes,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Increased drug or alcohol use,Stress from children being at home more",No,No,No,No,No,No,No,No,No,no_response,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,no_response,Yes,Yes,Yes,Yes,No,Yes,no_response,Immediately,Immediately,,,,,,1-3 months,Immediately,1-3 months,Very important,Important,Important,Important,,Important,Important,,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,no_response,Bring people together.  More flexibility in work/life arrangements,Economic impact on City services,50-59,Male,No,No,"Bellevue Hill, 2023",Unit/apartment in a 1-3 storey block,Renting,No,no_response,no_response,no_response
372,373,73,18/05/2020,Yes,Yes,Yes,No,No,No,2000,Incorporated for-profit,Restaurant,No,2,0,9,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,High,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Not Applicable,Yes,Yes,We need to supply hand sanitiser all the time which is an extra expenses for us and they are so expensive at the moment,No,Completely,Completely,Completely,no_response,Applied - awaiting outcome,Other,Applied – awaiting outcome,Applied – successful,Applied – successful,Preparing an application,Not applied – not aware,Other,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,Yes,No,No,No,No,No,No,No,no_response,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Not sure,Don’t want any change. Just hoping everything back to normal again.,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
374,375,75,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,"Work with private businesses around succession, conflict resolution and change",No,2,0,1,0,Significant drop in income and complete redesign of the business both to operate online as well as the products offered,2,,1,,High,None / NA,High,Some,High,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,6+ months,Yes,Yes,Yes,completely changed how we provide our services--ie everyhting is now done via phone and zoom and designed significant new product offerings,collaborating around new ideas and ways of doing business as well as what support is out there for businesses,Somewhat,Not at all,Not at all,no_response,Applied - unsuccessful,Not required,Not required,Applied – successful,Applied – successful,Not applied – not aware,Not applied – not aware,Not required,no_response,no_response,not provided,no_response,no_response,no_response,no_response,didn't know it was available,didn't know it was available,no_response,no_response,Yes,Yes,No,Yes,No,No,No,No,No,No,No,no_response,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Stage 1: 10 people,no_response,Yes,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me",No,No,No,No,No,No,No,No,No,no_response,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,no_response,No,No,No,No,No,No,It has forced us to look at new ways of working which have been useful and shown us what is actually possible,Immediately,Immediately,,,,,,Immediately,no_response,no_response,Very important,Very important,Very important,Important,,Important,Very important,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,no_response,People will become more community orintated and work from home more,conspiracy theories,50-59,Male,No,No,summer Hill,Unit/apartment in a 1-3 storey block,Renting,No,no_response,no_response,no_response
375,376,76,18/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,Corporate Advisory and SME Consulting,No,1,0,0,2,Yes – I’ve let staff go,1,,,0,High,None / NA,High,None / NA,High,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Not Applicable,Yes,Yes,Mainly online meetings,No,Mostly,Mostly,Somewhat,no_response,Applied - awaiting outcome,Not required,Not required,Applied – successful,Not applied – not aware,Not applied – not eligible,Not applied – not aware,Not required,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Not sure what is offered,no_response,no_response,Yes,Yes,Yes,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not relevant,Ability meet with people and present ideas etc,Yes,"Loss of income / employment,Physical health concerns,Stress from working from home",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,Yes,No,Yes,no_response,Immediately,Immediately,,,,,,Immediately,Immediately,4-6 months,Very important,Very important,Very important,Important,,Somewhat important,Very important,,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,no_response,Less pollution,Commercial propositions harder as it will be harder to get to with Transport restriction,40-49,Male,No,No,2207,Separate house,Paying it off / mortgaged,No,no_response,no_response,no_response
376,377,77,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,"Education of directors, events, business networking.",No,1,0,0,15,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,Low,High,None / NA,No - temporary closure,No,Yes,No,No,No,No,No,No,No,No,No,no_response,"Revenue stability, lack of travel restrictions, events able to run.",no_response,Yes,Yes,Yes,"Ceased live events, no networking and training events, cut costs and expenses, paused some services.",No,Somewhat,Not at all,Not at all,no_response,Applied - successful,Applied – successful,Not applied – not eligible,Applied – successful,Applied – successful,Applied – awaiting outcome,Not required,Applied – unsuccessful,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Bank was un-supportive as well as 2nd tier lenders.,no_response,Yes,No,No,Yes,No,No,No,Yes,No,No,No,no_response,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Not sure,"Domestic travel, events able to be run.",No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
377,378,78,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Consulting to superannuation funds and employers,No,4,1,0,0,"I've reduced staff hours, but haven't let staff go",,,,,Some,None / NA,Some,None / NA,Some,High,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,No,No,Yes,no_response,Marketing initiatives,Mostly,Somewhat,Somewhat,no_response,Other,Not required,Not required,Applied – successful,Applied – successful,Not applied – not eligible,Applied – awaiting outcome,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,No,Yes,No,No,No,No,no_response,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Stage 3: 100 people,no_response,Yes,"Not being able to access important services such as doctors, physios, counselling etc ,Loss of income / employment,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,no_response,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,no_response,Yes,Yes,Yes,No,No,No,no_response,Immediately,Immediately,,,,,,1-3 months,Immediately,4-6 months,Very important,Very important,Important,Not very important,,Important,Somewhat important,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,no_response,no_response,no_response,60-69,Male,No,No,2000,Prefer not to answer,Outright owner,No,no_response,no_response,no_response
378,379,79,18/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Provide mahjong entertainment for elderlies,No,3,2,3,1,Yes – I’ve let staff go,3,2,0,0,High,High,High,High,High,None / NA,No - temporary closure,Yes,No,No,No,No,No,No,No,No,No,No,no_response,We are awaiting for Government to enable Clubs to be operating in a normal manner before we are able to recommence providing our services to the Clubs,no_response,Not Applicable,Not Applicable,Not Applicable,The nature of our business does not allow ecommerce,Not applicable,Mostly,Mostly,Mostly,no_response,Applied - unsuccessful,Not required,Not required,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,Not applied – not aware,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,Yes,No,No,No,Yes,No,No,No,No,Yes,",",No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not sure,Ability to go back to normal trading at Clubs with extra care taken for hygiene and ensuring that all equipment are sanitized and patrons are able to safely attend without fear of contracting any viruses,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Thank you for caring and taking the time to find out about us,no_response
379,380,80,18/05/2020,Yes,No,No,No,No,No,2000,Individual,"Photo printing and selling photo related products such as frame, camera, film etc",No,2,0,0,0,No impact,,,,,High,None / NA,High,None / NA,High,Some,No - temporary closure,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,no_response,Recover demands,no_response,Yes,No,Yes,"Online order increase, product delivery by mail",none,Mostly,Mostly,Mostly,no_response,Applied - awaiting outcome,Not required,Applied – awaiting outcome,Applied – successful,Applied – awaiting outcome,no_response,Not applied – not aware,Not applied – not aware,no_response,no_response,Under discussion,Not applicable,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,Yes,No,No,No,Yes,No,No,No,No,no_response,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Stage 2: 20 people,Recovery of demand,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
381,382,82,18/05/2020,Yes,Yes,Yes,No,No,No,2008,Incorporated for-profit,Commercial art gallery exhibiting and selling local contemporary art,No,2,0,0,2,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Yes,No,No,necessity to rethink social events and exhibition opening events,no_response,Somewhat,Somewhat,Somewhat,no_response,Applied - successful,Not required,Not applied – not aware,Applied – successful,Not applied – not aware,Applied – successful,Applied – awaiting outcome,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,No,No,No,No,Yes,No,Yes,No,No,no_response,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Stage 3: 100 people,"A renewed focus on local businesses selling local products to locals and visitors; better representation in local media, which has shrunk incredibly; support of writers and arts media to support the industry; review of major arts venues such as Carriageworks and Powerhouse, to better allocate state funds, and the inclusion of professional  arts workers in these decisions.",Yes,"Worrying about the security of my job ,Worrying about people who are important to me",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,Yes,Yes,No,Yes,no_response,Immediately,1-3 months,,,,,,Immediately,Immediately,4-6 months,Very important,Very important,Very important,Very important,,Very important,Somewhat important,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,no_response,People's attitudes have changed but it will be up to whether the State Government listens and makes good policy,no_response,50-59,Female,No,No,2010,Separate house,Outright owner,No,no_response,no_response,no_response
382,383,83,18/05/2020,Yes,No,No,No,No,No,2011,Incorporated for-profit,Marketing agency,No,4,0,1,3,Yes – I’ve let staff go,4,,1,,High,None / NA,High,None / NA,Some,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Not Applicable,No,Yes,remote meetings wth clients and stakeholders,no_response,Mostly,Somewhat,Not at all,no_response,Applied - successful,Applied – successful,Not required,Applied – awaiting outcome,Applied – awaiting outcome,Preparing an application,Applied – awaiting outcome,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,Yes,No,No,No,No,No,",Opportunities for our business to assit City of Sydney businesses with their marketing,Opportunities for our business to provide skills and development training workshops",No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Stage 3: 100 people,no_response,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
383,384,84,18/05/2020,Yes,Yes,No,No,No,No,2000,Incorporated for-profit,Tourism retail,No,3,2,3,0,"I've reduced staff hours, but haven't let staff go",,,,,High,High,High,None / NA,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Yes,Yes,Yes,No,No,Completely,Mostly,Mostly,no_response,Applied - awaiting outcome,Applied – successful,Not required,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,No,Yes,No,No,No,No,no_response,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Not sure,Strategies and protocol in place for tourism dependent business for future impacts to turn key such businesses especially with rent and staff costs in case of forced border closures.,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
386,387,87,18/05/2020,Yes,No,No,No,No,No,2010,Incorporated for-profit,Digital Marketing Agency,No,15,3,0,0,staff have taken a 20% salary cut,14,4,0,0,Some,High,Some,Some,Low,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Not Applicable,Yes,Not Applicable,The whole business is working from home. The business has supported this by providing the required IT equipment for this.,No,Completely,Somewhat,Not at all,no_response,Applied - successful,no_response,Applied – successful,Applied – successful,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Not aware of this,Not aware of this,Not neccessary - yet?,no_response,No,Yes,No,No,Yes,Yes,No,No,No,No,No,no_response,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Not relevant,More flexible working conditions,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
